"","Province","Region","Product","SubProduct","Finance","Segment","Purpose","InstallmentType","Performa","Provision","ClassPercent","TotalAc","classification"
"1169","Punjab","2","sme","small enterprise","running finance a/c.","garments","working capital","monthly","6","5","100","1","LOSS"
"1170","Punjab","2","sme","small enterprise","running finance a/c.","garments","working capital","monthly","6","4","100","1","LOSS"
"1171","Punjab","2","sme","small enterprise","running finance a/c.","general traders","working capital","monthly","6","3","100","1","LOSS"
"1172","Punjab","2","sme","small enterprise","running finance a/c.","general traders","working capital","monthly","6","4","100","1","LOSS"
"1173","Punjab","2","pmses","small enterprise","p.m. self employment scheme account","others","working capital","monthly","0","4","100","1","LOSS"
"1174","Punjab","2","pmses","small enterprise","p.m. self employment scheme account","others","working capital","monthly","0","4","100","1","LOSS"
"1175","Punjab","2","pmses","small enterprise","p.m. self employment scheme account","others","working capital","monthly","0","4","100","1","LOSS"
"1176","Punjab","2","pmses","small enterprise","p.m. self employment scheme account","others","working capital","monthly","0","4","100","1","LOSS"
"1177","Punjab","2","pmses","small enterprise","p.m. self employment scheme account","others","working capital","monthly","0","4","100","1","LOSS"
"1178","Punjab","2","pmses","small enterprise","p.m. self employment scheme account","others","working capital","monthly","0","4","100","1","LOSS"
"1179","Punjab","2","sme","small enterprise","running finance a/c.","general trader","working capital","monthly","0","5","100","1","LOSS"
"1180","Punjab","2","sme","small enterprise","small loans a/c.","individuals","working capital","monthly","6","5","100","1","LOSS"
"1181","Punjab","2","sme","small enterprise","running finance a/c.","individuals","working capital","monthly","6","4","100","1","LOSS"
"1182","Punjab","2","sme","small enterprise","running finance a/c.","individuals","working capital","monthly","6","2","100","1","LOSS"
"1183","Punjab","2","sme","small enterprise","running finance a/c.","individuals","working capital","monthly","6","2","100","1","LOSS"
"1184","Punjab","2","sme","small enterprise","small finance a/c.","individuals","working capital","monthly","6","4","100","1","LOSS"
"1185","Punjab","2","sme","small enterprise","running finance a/c.","individuals","working capital","monthly","6","2","100","1","LOSS"
"1186","Punjab","2","sme","small enterprise","running finance a/c.","individuals","working capital","monthly","6","3","100","1","LOSS"
"1187","Punjab","2","sme","small enterprise","running finance a/c.","individuals","working capital","monthly","6","5","100","1","LOSS"
"1188","Punjab","2","sme","small enterprise","small finance a/c.","individuals","working capital","monthly","6","6","100","1","LOSS"
"1189","Punjab","2","sme","small enterprise","small finance a/c.","general traders","working capital","monthly","6","3","100","1","LOSS"
"1190","Punjab","2","sme","small enterprise","small loans a/c.","others","working capital","monthly","6","3","100","1","LOSS"
"1191","Punjab","2","sme","small enterprise","small finance a/c.","individuals","working capital","monthly","6","1","100","1","LOSS"
"1192","Punjab","2","staff loan","staff loan","staff loan","staff loans","working capital","monthly","0","3","100","1","LOSS"
"1193","Punjab","2","sme","small enterprise","running finance a/c.","individuals","working capital","monthly","6","5","100","1","LOSS"
"1194","Punjab","2","sme","small enterprise","running finance a/c.","individuals","working capital","monthly","6","4","100","1","LOSS"
"1195","Punjab","2","pmses","small enterprise","p.m. self employment scheme account","individuals","working capital","monthly","0","4","100","1","LOSS"
"1196","Punjab","2","sme","small enterprise","running finance a/c.","individuals","working capital","monthly","6","3","100","1","LOSS"
"1197","Punjab","2","sme","small enterprise","running finance a/c.","individuals","working capital","monthly","6","5","100","1","LOSS"
"1198","Punjab","2","consumer","gold loan","demand finance gold a/c.","others","working capital","quarterly","0","1","100","1","LOSS"
"1199","Punjab","2","sme","small enterprise","small finance a/c.","individuals","working capital","quarterly","6","2","100","1","LOSS"
"1200","Punjab","2","sme","small enterprise","small loans a/c.","individuals","working capital","monthly","6","3","100","1","LOSS"
"1201","Punjab","2","sme","small enterprise","small finance a/c.","textile composite","working capital","quarterly","0","4","100","1","LOSS"
"1202","Punjab","2","sme","small enterprise","small finance a/c.","general traders","working capital","quarterly","0","3","100","1","LOSS"
"1203","Punjab","2","sme","small enterprise","small finance a/c.","general traders","working capital","quarterly","0","4","100","1","LOSS"
"1204","Punjab","2","saibaan","mortgage loans","demand finance nbp saiban a/c","individuals","working capital","monthly","6","6","100","1","LOSS"
"1205","Punjab","2","saibaan","mortgage loans","demand finance nbp saiban a/c","individuals","working capital","monthly","6","6","100","1","LOSS"
"1206","Punjab","2","saibaan","mortgage loans","demand finance nbp saiban a/c","individuals","working capital","monthly","6","6","100","1","LOSS"
"1207","Punjab","2","saibaan","mortgage loans","demand finance nbp saiban a/c","individuals","working capital","monthly","6","7","100","1","LOSS"
"1208","Punjab","2","saibaan","mortgage loans","demand finance nbp saiban a/c","individuals","working capital","monthly","6","6","100","1","LOSS"
"1209","Punjab","2","consumer","mortgage loans","demand finance a/c.","individuals","working capital","monthly","6","7","100","1","LOSS"
"1210","Punjab","2","saibaan","mortgage loans","demand finance nbp saiban a/c","individuals","working capital","monthly","6","6","100","1","LOSS"
"1211","Punjab","2","sme","small enterprise","running finance a/c.","engineering","working capital","monthly","6","7","100","1","LOSS"
"1213","Punjab","2","saibaan","mortgage loans","demand finance nbp saiban (purchase) a/c","individuals","working capital","monthly","6","5","100","1","LOSS"
"1214","Punjab","2","saibaan","mortgage loans","demand finance nbp saiban (purchase) a/c","individuals","working capital","monthly","6","4","100","1","LOSS"
"1215","Punjab","2","saibaan","mortgage loans","demand finance nbp saiban (purchase) a/c","individuals","working capital","monthly","6","6","100","1","LOSS"
"1216","Punjab","2","saibaan","mortgage loans","demand finance nbp saiban (purchase) a/c","individuals","working capital","monthly","6","7","100","1","LOSS"
"1217","Punjab","2","saibaan","mortgage loans","demand finance nbp saiban (purchase) a/c","individuals","working capital","monthly","6","6","100","1","LOSS"
"1218","Punjab","2","saibaan","mortgage loans","demand finance nbp saiban (purchase) a/c","individuals","working capital","monthly","6","6","100","1","LOSS"
"1219","Punjab","2","saibaan","mortgage loans","demand finance nbp saiban (purchase) a/c","individuals","working capital","monthly","6","7","100","1","LOSS"
"1220","Punjab","2","saibaan","mortgage loans","demand finance nbp saiban (purchase) a/c","individuals","working capital","monthly","6","7","100","1","LOSS"
"1221","Punjab","2","saibaan","mortgage loans","demand finance nbp saiban (purchase) a/c","individuals","working capital","monthly","6","7","100","1","LOSS"
"1223","Punjab","2","saibaan","mortgage loans","demand finance nbp saiban (purchase) a/c","individuals","working capital","monthly","6","7","100","1","LOSS"
"1241","Punjab","3","pmses","small enterprise","p.m. self employment scheme account","pm self employment scheme","working capital","monthly","6","5","100","1","LOSS"
"1242","Punjab","3","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","0","4","100","1","LOSS"
"1245","Punjab","3","saibaan","mortgage loans","demand finance nbp saiban (improvement)","individuals","working capital","monthly","6","6","100","1","LOSS"
"1246","Punjab","3","saibaan","mortgage loans","demand finance nbp saiban (construction)","individuals","working capital","monthly","6","6","100","1","LOSS"
"1247","Punjab","3","sme","small enterprise","cash finance a/c.","chemicals/pharma","working capital","monthly","6","6","100","1","LOSS"
"1248","Punjab","3","saibaan","mortgage loans","demand finance nbp saiban (construction)","individuals","working capital","monthly","6","6","100","1","LOSS"
"1249","Punjab","3","commercial","commercial upto 100m","demand finance a/c.","construction / real estate","working capital","monthly","6","7","100","1","LOSS"
"1250","Punjab","3","staff loan","staff loan","staff motor car/ motor cycle finance  account","staff loans","working capital","monthly","6","4","100","1","LOSS"
"1251","Punjab","3","cmg ho","corporate","finance against imported merchandise","automobile & transp. equi.","working capital","monthly","6","7","100","1","LOSS"
"1252","Punjab","3","sme","small enterprise","small finance a/c.","plastic products","working capital","monthly","6","5","100","1","LOSS"
"1253","Punjab","3","staff loan","staff loan","staff motor car/ motor cycle finance  account","staff loans","working capital","monthly","6","5","100","1","LOSS"
"1270","Punjab","3","sme","medium enterprise","cash finance a/c.","textile composite","working capital","quarterly","2","7","100","1","LOSS"
"1271","Punjab","3","sme","small enterprise","small finance a/c.","others","working capital","quarterly","2","4","100","1","LOSS"
"1272","Punjab","3","staff loan","staff loan","staff house building finance account","staff loans","working capital","monthly","6","3","100","1","LOSS"
"1273","Punjab","3","staff loan","staff loan","staff house building finance account","staff loans","working capital","monthly","6","6","100","1","LOSS"
"1274","Punjab","3","staff loan","staff loan","staff house building finance account","staff loans","working capital","monthly","6","5","100","1","LOSS"
"1275","Punjab","3","pmses","small enterprise","p.m. self employment scheme account","others","working capital","monthly","6","6","100","1","LOSS"
"1276","Punjab","3","pmses","small enterprise","p.m. self employment scheme account","others","working capital","monthly","6","4","100","1","LOSS"
"1277","Punjab","3","pmses","small enterprise","p.m. self employment scheme account","others","working capital","monthly","6","5","100","1","LOSS"
"1278","Punjab","3","pmses","small enterprise","p.m. self employment scheme account","others","working capital","monthly","6","5","100","1","LOSS"
"1279","Punjab","3","pmses","small enterprise","p.m. self employment scheme account","others","working capital","monthly","6","3","100","1","LOSS"
"1280","Punjab","3","pmses","small enterprise","p.m. self employment scheme account","others","working capital","monthly","6","5","100","1","LOSS"
"1281","Punjab","3","pmses","small enterprise","p.m. self employment scheme account","others","working capital","monthly","6","4","100","1","LOSS"
"1282","Punjab","3","pmses","small enterprise","p.m. self employment scheme account","others","working capital","monthly","6","4","100","1","LOSS"
"1283","Punjab","3","pmses","small enterprise","p.m. self employment scheme account","others","working capital","monthly","6","5","100","1","LOSS"
"1284","Punjab","3","pmses","small enterprise","p.m. self employment scheme account","others","working capital","monthly","6","4","100","1","LOSS"
"1285","Punjab","3","pmses","small enterprise","p.m. self employment scheme account","others","working capital","monthly","6","5","100","1","LOSS"
"1286","Punjab","3","pmses","small enterprise","p.m. self employment scheme account","others","working capital","monthly","6","5","100","1","LOSS"
"1287","Punjab","3","pmses","small enterprise","p.m. self employment scheme account","others","working capital","monthly","6","4","100","1","LOSS"
"1288","Punjab","3","pmses","small enterprise","p.m. self employment scheme account","others","working capital","monthly","0","4","100","1","LOSS"
"1289","Punjab","3","pmses","small enterprise","p.m. self employment scheme account","others","working capital","monthly","0","4","100","1","LOSS"
"1290","Punjab","3","pmses","small enterprise","p.m. self employment scheme account","others","working capital","monthly","0","5","100","1","LOSS"
"1291","Punjab","3","pmses","small enterprise","p.m. self employment scheme account","others","working capital","monthly","0","5","100","1","LOSS"
"1292","Punjab","3","pmses","small enterprise","p.m. self employment scheme account","others","working capital","monthly","0","4","100","1","LOSS"
"1293","Punjab","3","pmses","small enterprise","p.m. self employment scheme account","others","working capital","monthly","0","4","100","1","LOSS"
"1296","Punjab","3","sme","small enterprise","cash finance a/c.","others","working capital","monthly","6","6","100","1","LOSS"
"1334","Punjab","3","sme","small enterprise","cash finance a/c.","general traders","working capital","monthly","6","6","100","1","LOSS"
"1349","Punjab","3","sme","medium enterprise","cash finance a/c.","ghee & edible oil mills","working capital","monthly","6","7","100","1","LOSS"
"1350","Punjab","3","sme","medium enterprise","cash finance a/c.","ghee & edible oil mills","working capital","monthly","0","6","100","1","LOSS"
"1351","Punjab","3","sme","small enterprise","cash finance a/c.","electric & eletrical appliance","working capital","monthly","6","5","100","1","LOSS"
"1352","Punjab","3","pmses","small enterprise","p.m. self employment scheme account","pm self employment scheme","working capital","monthly","6","3","100","1","LOSS"
"1353","Punjab","3","sme","small enterprise","small finance a/c.","others","working capital","monthly","6","4","100","1","LOSS"
"1354","Punjab","3","sme","small enterprise","cash finance a/c.","others","working capital","monthly","6","2","100","1","LOSS"
"1371","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","100","1","LOSS"
"1372","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","100","1","LOSS"
"1452","Punjab","3","sme","small enterprise","small finance a/c.","individuals","working capital","monthly","6","1","100","1","LOSS"
"1453","Punjab","3","consumer","gold loan","small finance a/c.","individuals","working capital","monthly","6","1","100","1","LOSS"
"1454","Punjab","3","sme","small enterprise","small finance a/c.","individuals","working capital","monthly","6","3","100","1","LOSS"
"1455","Punjab","3","sme","small enterprise","small finance a/c.","garments","working capital","monthly","6","2","100","1","LOSS"
"1456","Punjab","3","sme","small enterprise","cash finance a/c.","general traders","working capital","monthly","6","5","100","1","LOSS"
"1457","Punjab","3","sme","small enterprise","cash finance a/c.","electric & eletrical appliance","working capital","monthly","6","6","100","1","LOSS"
"1458","Punjab","3","sme","small enterprise","small finance a/c.","individuals","working capital","monthly","6","3","100","1","LOSS"
"1480","Punjab","3","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","10","4","100","1","LOSS"
"1485","Punjab","3","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","10","4","100","1","LOSS"
"1690","Punjab","3","sme","small enterprise","cash finance a/c.","food & allied","working capital","monthly","6","7","100","1","LOSS"
"1691","Punjab","3","sme","small enterprise","cash finance a/c.","general traders","working capital","monthly","6","5","100","1","LOSS"
"1692","Punjab","3","sme","small enterprise","cash finance a/c.","glass & ceramics","working capital","monthly","6","5","100","1","LOSS"
"1734","Punjab","3","sme","small enterprise","small finance a/c.","general traders","working capital","monthly","6","2","100","1","LOSS"
"1735","Punjab","3","sme","small enterprise","cash finance a/c.","oil refinery","working capital","monthly","6","6","100","1","LOSS"
"1736","Punjab","3","sme","small enterprise","small finance a/c.","individuals","working capital","monthly","6","1","100","1","LOSS"
"1760","Punjab","3","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","10","6","100","1","LOSS"
"1761","Punjab","3","sme","medium enterprise","cash finance a/c.","cotton ginning","working capital","monthly","6","7","100","1","LOSS"
"1762","Punjab","3","sme","medium enterprise","running finance a/c.","cotton ginning","working capital","monthly","0","7","100","1","LOSS"
"1763","Punjab","3","sme","small enterprise","cash finance a/c.","others","working capital","monthly","6","1","100","1","LOSS"
"1764","Punjab","3","sme","small enterprise","cash finance a/c.","others","working capital","monthly","6","6","100","1","LOSS"
"1765","Punjab","3","sme","medium enterprise","cash finance a/c.","cotton ginning","working capital","monthly","6","7","100","1","LOSS"
"1766","Punjab","3","sme","medium enterprise","running finance a/c.","cotton ginning","working capital","monthly","0","7","100","1","LOSS"
"1767","Punjab","3","sme","medium enterprise","cash finance a/c.","general traders","working capital","monthly","6","1","100","1","LOSS"
"1768","Punjab","3","agriculture","purchase of machinery / equipments","agriculture finance a/c","agri business/agriculture (development)","working capital","annually","0","4","100","1","LOSS"
"1772","Punjab","3","agriculture","farm credit for inputs","agriculture finance gold a/c.","agri business/agriculture (production)","working capital","annually","10","1","100","1","LOSS"
"1773","Punjab","3","agriculture","farm developmental finance","agriculture finance a/c","agri business/agriculture","working capital","annually","10","5","100","1","LOSS"
"1775","Punjab","3","agriculture","purchase of machinery / equipments","agriculture finance a/c","agri business/agriculture","working capital","annually","10","3","100","1","LOSS"
"1776","Punjab","3","agriculture","farm credit for inputs","agriculture finance gold a/c.","agri business/agriculture (production)","working capital","annually","10","1","100","1","LOSS"
"1777","Punjab","3","agriculture","farm developmental finance","agriculture finance a/c","agri business/agriculture (development)","working capital","annually","10","4","100","1","LOSS"
"1778","Punjab","3","agriculture","purchase of machinery / equipments","agriculture finance a/c","agri business/agriculture (development)","working capital","annually","10","4","100","1","LOSS"
"1779","Punjab","3","agriculture","purchase of machinery / equipments","agriculture finance a/c","agri business/agriculture (development)","working capital","annually","10","4","100","1","LOSS"
"1781","Punjab","3","agriculture","purchase of machinery / equipments","agriculture finance a/c","agri business/agriculture (development)","working capital","annually","10","4","100","1","LOSS"
"1782","Punjab","3","agriculture","farm developmental finance","agriculture finance a/c","agri business/agriculture (development)","working capital","annually","10","4","100","1","LOSS"
"1783","Punjab","3","agriculture","purchase of machinery / equipments","agriculture finance a/c","agri business/agriculture (development)","working capital","annually","10","6","100","1","LOSS"
"1784","Punjab","3","agriculture","farm developmental finance","agriculture finance a/c","agri business/agriculture (development)","working capital","annually","10","3","100","1","LOSS"
"1785","Punjab","3","agriculture","farm developmental finance","agriculture finance a/c","agri business/agriculture","working capital","annually","10","4","100","1","LOSS"
"1786","Punjab","3","agriculture","farm developmental finance","agriculture finance gold a/c.","agri business/agriculture (production)","working capital","annually","10","2","100","1","LOSS"
"1787","Punjab","3","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","10","4","100","1","LOSS"
"1788","Punjab","3","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","10","2","100","1","LOSS"
"1789","Punjab","3","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","10","2","100","1","LOSS"
"1790","Punjab","3","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","10","3","100","1","LOSS"
"1791","Punjab","3","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture","working capital","annually","10","4","100","1","LOSS"
"1792","Punjab","3","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","10","4","100","1","LOSS"
"1793","Punjab","3","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","10","5","100","1","LOSS"
"1794","Punjab","3","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture","working capital","annually","10","6","100","1","LOSS"
"1795","Punjab","3","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture","working capital","annually","10","4","100","1","LOSS"
"1796","Punjab","3","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","10","4","100","1","LOSS"
"1797","Punjab","3","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture","working capital","annually","10","5","100","1","LOSS"
"1798","Punjab","3","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture","working capital","annually","10","6","100","1","LOSS"
"1799","Punjab","3","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","10","6","100","1","LOSS"
"1800","Punjab","3","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture","working capital","annually","10","6","100","1","LOSS"
"1801","Punjab","3","agriculture","purchase of machinery / equipments","agriculture finance a/c","agri business/agriculture (development)","working capital","annually","10","6","100","1","LOSS"
"1802","Punjab","3","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture","working capital","annually","10","6","100","1","LOSS"
"1803","Punjab","3","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture","working capital","annually","10","6","100","1","LOSS"
"1804","Punjab","3","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture","working capital","annually","10","6","100","1","LOSS"
"1805","Punjab","3","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture","working capital","annually","10","5","100","1","LOSS"
"1806","Punjab","3","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","10","6","100","1","LOSS"
"1807","Punjab","3","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture","working capital","annually","10","6","100","1","LOSS"
"1808","Punjab","3","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture","working capital","annually","10","3","100","1","LOSS"
"1809","Punjab","3","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture","working capital","annually","10","6","100","1","LOSS"
"1810","Punjab","3","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture","working capital","annually","10","5","100","1","LOSS"
"1811","Punjab","3","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture","working capital","annually","10","5","100","1","LOSS"
"1812","Punjab","3","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture","working capital","annually","10","5","100","1","LOSS"
"1813","Punjab","3","sme","medium enterprise","running finance a/c.","cotton ginning","working capital","quarterly","10","7","100","1","LOSS"
"1814","Punjab","3","sme","medium enterprise","cash finance a/c.","cotton ginning","working capital","quarterly","2","7","100","1","LOSS"
"1816","Punjab","3","agriculture","live stock","agriculture finance a/c","agri business/agriculture (development)","working capital","half-yearly","0","6","100","1","LOSS"
"1817","Punjab","3","agriculture","purchase of machinery / equipments","agriculture finance a/c","agri business/agriculture (development)","working capital","half-yearly","0","5","100","1","LOSS"
"1855","Punjab","3","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","10","4","100","1","LOSS"
"1856","Punjab","3","agriculture","purchase of machinery / equipments","agriculture finance a/c","agri business/agriculture (development)","working capital","half-yearly","10","6","100","1","LOSS"
"1857","Punjab","3","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","10","3","100","1","LOSS"
"1859","Punjab","3","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","10","2","100","1","LOSS"
"1860","Punjab","3","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","10","6","100","1","LOSS"
"1861","Punjab","3","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","10","2","100","1","LOSS"
"1862","Punjab","3","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","0","6","100","1","LOSS"
"1863","Punjab","3","staff loan","staff loan","other staff loans","staff loans","working capital","monthly","6","3","100","1","LOSS"
"1864","Punjab","3","agriculture","farm developmental finance","agriculture finance a/c","agri business/agriculture (production)","working capital","monthly","6","5","100","1","LOSS"
"1865","Punjab","3","sme","small enterprise","cash finance a/c.","automobile & transp. equi.","working capital","monthly","6","5","100","1","LOSS"
"1880","Punjab","3","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","0","2","100","1","LOSS"
"1891","Punjab","3","sme","medium enterprise","cash finance a/c.","others","working capital","quarterly","0","6","100","1","LOSS"
"1921","Punjab","3","sme","medium enterprise","cash finance a/c.","food & allied","working capital","monthly","6","6","100","1","LOSS"
"1922","Punjab","3","sme","medium enterprise","cash finance a/c.","food & allied","working capital","monthly","6","7","100","1","LOSS"
"1923","Punjab","3","sme","medium enterprise","cash finance a/c.","food & allied","working capital","monthly","6","7","100","1","LOSS"
"1924","Punjab","3","sme","medium enterprise","cash finance a/c.","food & allied","working capital","monthly","6","6","100","1","LOSS"
"1925","Punjab","3","sme","small enterprise","cash finance a/c.","electric & eletrical appliance","working capital","monthly","6","3","100","1","LOSS"
"1926","Punjab","3","sme","medium enterprise","cash finance a/c.","food & allied","working capital","monthly","6","7","100","1","LOSS"
"1927","Punjab","3","sme","medium enterprise","cash finance a/c.","food & allied","working capital","monthly","6","7","100","1","LOSS"
"1928","Punjab","3","sme","small enterprise","small finance a/c.","general traders","working capital","monthly","6","3","100","1","LOSS"
"1929","Punjab","3","sme","medium enterprise","cash finance a/c.","others","working capital","monthly","6","6","100","1","LOSS"
"1930","Punjab","3","sme","medium enterprise","cash finance a/c.","others","working capital","monthly","0","7","100","1","LOSS"
"1931","Punjab","3","sme","medium enterprise","cash finance a/c.","others","working capital","monthly","0","7","100","1","LOSS"
"1932","Punjab","3","sme","medium enterprise","cash finance a/c.","food & allied","working capital","monthly","6","7","100","1","LOSS"
"1933","Punjab","3","sme","medium enterprise","cash finance a/c.","food & allied","working capital","monthly","6","7","100","1","LOSS"
"1934","Punjab","3","sme","medium enterprise","cash finance a/c.","food & allied","working capital","monthly","0","6","100","1","LOSS"
"1935","Punjab","3","sme","medium enterprise","cash finance a/c.","rice processing & trading","working capital","monthly","6","7","100","1","LOSS"
"1936","Punjab","3","sme","medium enterprise","cash finance a/c.","rice processing & trading","working capital","monthly","0","7","100","1","LOSS"
"1937","Punjab","3","sme","medium enterprise","cash finance a/c.","food & allied","working capital","monthly","0","6","100","1","LOSS"
"1938","Punjab","3","sme","medium enterprise","cash finance a/c.","food & allied","working capital","monthly","0","7","100","1","LOSS"
"1939","Punjab","3","sme","medium enterprise","cash finance a/c.","food & allied","working capital","monthly","6","7","100","1","LOSS"
"1940","Punjab","3","sme","medium enterprise","cash finance a/c.","food & allied","working capital","monthly","0","7","100","1","LOSS"
"1949","Punjab","3","sme","medium enterprise","cash finance a/c.","cotton ginning","working capital","monthly","6","7","100","1","LOSS"
"1950","Punjab","3","sme","medium enterprise","running finance a/c.","cotton ginning","working capital","monthly","0","7","100","1","LOSS"
"1951","Punjab","3","sme","medium enterprise","cash finance a/c.","ghee & edible oil mills","working capital","monthly","6","7","100","1","LOSS"
"1952","Punjab","3","sme","medium enterprise","cash finance a/c.","ghee & edible oil mills","working capital","monthly","6","6","100","1","LOSS"
"1953","Punjab","3","sme","medium enterprise","cash finance a/c.","ghee & edible oil mills","working capital","monthly","6","7","100","1","LOSS"
"1954","Punjab","3","sme","medium enterprise","cash finance a/c.","cotton ginning","working capital","monthly","6","6","100","1","LOSS"
"1955","Punjab","3","sme","medium enterprise","cash finance a/c.","ghee & edible oil mills","working capital","monthly","6","7","100","1","LOSS"
"1956","Punjab","3","sme","medium enterprise","running finance a/c.","ghee & edible oil mills","working capital","monthly","6","7","100","1","LOSS"
"1957","Punjab","3","sme","medium enterprise","cash finance a/c.","cotton ginning","working capital","monthly","6","5","100","1","LOSS"
"1958","Punjab","3","sme","medium enterprise","small finance a/c.","ghee & edible oil mills","working capital","monthly","6","7","100","1","LOSS"
"1959","Punjab","3","pmses","small enterprise","p.m. self employment scheme account","pm self employment scheme","working capital","monthly","6","4","100","1","LOSS"
"1960","Punjab","3","sme","medium enterprise","running finance a/c.","ghee & edible oil mills","working capital","monthly","6","7","100","1","LOSS"
"1961","Punjab","3","sme","small enterprise","cash finance a/c.","others","working capital","monthly","6","6","100","1","LOSS"
"1962","Punjab","3","sme","medium enterprise","cash finance a/c.","ghee & edible oil mills","working capital","monthly","6","7","100","1","LOSS"
"1963","Punjab","3","sme","small enterprise","cash finance a/c.","general traders","working capital","monthly","6","3","100","1","LOSS"
"1964","Punjab","3","pmses","small enterprise","p.m. self employment scheme account","pm self employment scheme","working capital","monthly","6","2","100","1","LOSS"
"1965","Punjab","3","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture","working capital","annually","10","2","100","1","LOSS"
"1966","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","100","1","LOSS"
"1967","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","100","1","LOSS"
"1968","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","100","1","LOSS"
"1969","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","100","1","LOSS"
"1970","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","100","1","LOSS"
"1971","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","100","1","LOSS"
"1972","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","100","1","LOSS"
"1973","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","100","1","LOSS"
"1974","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","100","1","LOSS"
"1975","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","100","1","LOSS"
"1976","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","100","1","LOSS"
"1977","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","100","1","LOSS"
"1978","Punjab","3","consumer","gold loan","demand finance gold a/c.","individuals","working capital","annually","2","1","100","1","LOSS"
"2016","Punjab","3","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","0","5","100","1","LOSS"
"2018","Punjab","3","agriculture","farm credit for inputs","agriculture finance a/c","agri business/agriculture (production)","working capital","annually","10","5","100","1","LOSS"
"2085","Punjab","3","sme","small enterprise","cash finance a/c.","rice processing & trading","working capital","monthly","6","6","100","1","LOSS"
"2086","Punjab","3","sme","medium enterprise","demand finance sme a/c.","cotton ginning","working capital","monthly","6","1","100","1","LOSS"
